log_count,Latitude,Longitude,Corn,soybeans,S_Grains,All_Grasslands,Forests_All,Water,Developed,Wetlands,year
1.458615023,42.70178,-89.15059,0.46115576,0.230514096,0.005102692,0.250287026,0.017986988,0,0.002168644,0.003827019,2003
4.955827058,42.68125,-90.48141,0.258109655,0.198702455,0.001526523,0.381121995,0.131535428,0,0.012084976,0.001144893,2003
5.774551546,42.83279,-89.73377,0.180081508,0.13346918,0.011589404,0.579597555,0.043683138,0,0.009933775,0.001910341,2003
3.295836866,42.55512,-90.44955,0.328793279,0.322810591,0.021003055,0.277113035,0.002163951,0,0.014511202,0,2003
3.843744165,42.82583,-89.16691,0.250127291,0.224287169,0.001654786,0.274312627,0.137347251,0.011456212,0.00814664,0.074210794,2003
5.870708346,42.73421,-89.72483,0.202571938,0.136108989,0.009803922,0.440667176,0.148841355,0.000127324,0.014642221,0.004710975,2003
2.224623552,42.53711,-90.27031,0.460841837,0.362117347,0.004846939,0.089923469,0.041326531,0,0.005612245,0,2003
5.308267697,42.55691,-90.05583,0.206720978,0.081720978,0.010310591,0.524949084,0.153767821,0,0.002927699,0.000127291,2003
3.713572067,42.78561,-89.65225,0.061505157,0.041003438,0.004329556,0.603208965,0.238507577,0,0.013116007,0.00980517,2003
6.054439346,42.70033,-89.44394,0.241612451,0.163541268,0.013904835,0.323255517,0.07207552,0.020410767,0.102564103,0.023472382,2003
3.737669618,42.71617,-89.89178,0.262414057,0.163610899,0.006493506,0.406289789,0.095110772,0.004329004,0.007257448,0.033995416,2003
6.261491684,42.60194,-89.46265,0.447994908,0.184977721,0.008529599,0.256397199,0.083513686,0,0.006238065,0.000381922,2003
5.497168225,42.69011,-90.0295,0.184666327,0.080871116,0.005985736,0.503438614,0.175496689,0.000254712,0.008660214,0,2003
5.734958092,42.54816,-89.57439,0.248822706,0.274404989,0.022018582,0.385643375,0.03080056,0,0.011327479,0.0015273,2003
3.433987204,42.64824,-90.32798,0.331889413,0.151229456,0.020639572,0.454197987,0.009300548,0,0.00828131,0,2003
5.232444622,42.54627,-89.69051,0.426805963,0.190215314,0.001656262,0.318257103,0.040514715,0,0.007516881,0.000891833,2003
4.290459441,42.76898,-90.19199,0.305870368,0.055520183,0.00038202,0.495734114,0.113841844,0,0.004584235,0.007385712,2003
6.120297419,42.68104,-89.64134,0.165499682,0.094334819,0.01094844,0.697390197,0.004583068,0,0.003819223,0.001654997,2003
3.912023005,42.8421,-90.35369,0.2583397,0.105551311,0.000636618,0.370639165,0.219505984,0,0.004838299,0.00522027,2003
6.865369562,43.31271,-89.30547,0.615218221,0.154472579,0.049115664,0.148619417,0.002799338,0,0.004071765,0.000381728,2003
6.054439346,42.8756,-90.10141,0.151963284,0.145206527,0.004716981,0.627613463,0.024477307,0,0.01109128,0.000764916,2003
6.589270297,43.31744,-89.20765,0.501272912,0.302316701,0.033350305,0.098778004,0.034495927,0,0.007382892,0.004327902,2003
5.313205979,43.14248,-90.07125,0.087288459,0.027229927,0.011451839,0.195190228,0.441913729,0.120498791,0.018068457,0.051533274,2003
6.497528854,43.40854,-89.24432,0.577231631,0.233413982,0.00942315,0.096905641,0.033363046,0.000636699,0.002292118,0.030179549,2003
4.248495242,42.99067,-90.33451,0.202061331,0.155363278,0.00623489,0.544216821,0.038554523,0,0.008398015,0.000254485,2003
7.065613364,43.37533,-89.33897,0.491274997,0.262896446,0.001146351,0.109158069,0.089160616,0.000382117,0.007387594,0.019997453,2003
4.791649753,43.18002,-90.35003,0.325951381,0.205803742,0.022909507,0.170039455,0.186330661,0.002545501,0.014254805,0.027618684,2003
6.665683718,43.09159,-89.22957,0.33583896,0.176328195,0.008918334,0.265384125,0.035673334,0.000127405,0.083832335,0.006752453,2003
2.772588722,43.16056,-90.84783,0.055010824,0.007385712,0,0.40162995,0.476251114,0,0.008404431,0,2003
6.410174882,43.32694,-89.42354,0.650700637,0.211464968,0.002929936,0.099617834,0.015414013,0.000127389,0.006242038,0.001273885,2003
5.517452896,43.23583,-90.22488,0.260282695,0.070291608,0.00993251,0.290207564,0.340888832,0,0.008531771,0.003947536,2003
7.03306547,43.33528,-89.59909,0.266683647,0.134615385,0.005094244,0.145568008,0.369332654,0.011462048,0.005348956,0.029546612,2003
4.158883083,43.48664,-90.48787,0.021384929,0.051298371,0.001400204,0.358834012,0.534241344,0,0.002545825,0.003691446,2003
6.803505258,43.5942,-89.55979,0.24939529,0.100445576,0.012858052,0.200254615,0.282622533,0.002291534,0.01145767,0.087460216,2003
5.111987788,43.37705,-90.3874,0.137781739,0.026741373,0.002419458,0.406723545,0.335795237,0.000636699,0.033235706,0.028524131,2003
6.997595983,43.59448,-89.39962,0.231788079,0.182119205,0.001146205,0.248853795,0.155756495,0.017829852,0.005603668,0.112582781,2003
3.761200116,43.26294,-90.50434,0.283696067,0.090110729,0.00025455,0.29336897,0.290441644,0,0.012982054,0.001781851,2003
4.611152258,43.43904,-89.3857,0.259452578,0.174411203,0.042520687,0.233609166,0.219732654,0.00101846,0.010693826,0.018841502,2003
4.143134726,43.1281,-91.0363,0.286750668,0.181748759,0.0005091,0.298841797,0.175512282,0,0.021000382,0.000127275,2003
6.486922694,43.56997,-89.30737,0.153532782,0.073583705,0.035518778,0.286569064,0.306556334,0.014131127,0.026225334,0.049013367,2003
5.081404365,43.27018,-90.73602,0.0763641,0.063870474,0.000892402,0.334523202,0.44773075,0,0.022310046,0.00254972,2003
4.977078511,43.61443,-89.17487,0.241497898,0.021016431,0.007769711,0.200484015,0.206088396,0.012482486,0.005222265,0.274869443,2003
6.723832441,43.39848,-90.76818,0.10273711,0.030808402,0.001527689,0.188924252,0.50222788,0.00101846,0.089115213,0.030299173,2003
5.717849732,43.56482,-89.14737,0.712030554,0.185614258,0.006110757,0.062507957,0.004837683,0,0.008020369,0.000891152,2003
5.707110265,43.37819,-90.94116,0.189767087,0.078910526,0.001781851,0.36960672,0.281405116,0,0.019600356,0.001654576,2003
6.818650804,43.49963,-89.14142,0.397427735,0.271615943,0.041512798,0.074366484,0.120718197,0,0.001910098,0.075257863,2003
3.891820298,43.4653,-91.0431,0.418894831,0.105805959,0.003310415,0.299719888,0.145912911,0,0.009803922,0.000127324,2003
6.56948142,43.40679,-89.07795,0.397274233,0.193096421,0.006113871,0.23716724,0.040631767,0.000382117,0.007132849,0.101388358,2003
4.110873864,43.53295,-90.87407,0.136126321,0.096650961,0.001273399,0.52909716,0.098561059,0.00025468,0.057048262,0.003947536,2003
4.691347882,43.57192,-90.74886,0.107660982,0.05726648,0.003690506,0.199414609,0.562356834,0.000254518,0.009544413,0.011707814,2003
7.918810587,43.13346,-89.1588,0.428771483,0.251304901,0.04239338,0.185486951,0.05436028,0.00050923,0.015276894,0.013621897,2003
3.871201011,43.72756,-90.93069,0.114009416,0.045298384,0.000636213,0.292276371,0.519913475,0,0.012724265,0.003562794,2003
7.038564219,44.68334,-91.41842,0.187006369,0.08,0.013630573,0.414267516,0.231974522,0.000636943,0.007006369,0.00866242,2003
3.80666249,43.69367,-91.16724,0.05842668,0.025076375,0.002291242,0.432790224,0.43139002,0.000254582,0.005600815,0.008401222,2003
3.882594195,44.69123,-91.58951,0.066590272,0.022154316,0.003565062,0.230328495,0.600713012,0.000381971,0.004201681,0.019353196,2003
4.8978398,43.85173,-91.1455,0.094310806,0.041237113,0.003690976,0.228204149,0.450935472,0.002163676,0.018073056,0.142929871,2003
5.18178355,44.02121,-91.13571,0.455622055,0.16668789,0.003947536,0.178403158,0.161212276,0.00025468,0.015917484,0.004329556,2003
2.208274414,44.62226,-92.02327,0.237683004,0.07231063,0.011839593,0.240229153,0.172501591,0.013112667,0.019350732,0.059197963,2003
4.33073334,43.93178,-90.97509,0.376578645,0.142747799,0.010332951,0.253221074,0.185993111,0.000382702,0.010205383,0.002296211,2003
6.461077475,44.33607,-91.77301,0.124825041,0.043516987,0.004707978,0.302837511,0.465962591,0,0.003308309,0.016541545,2003
4.454347296,43.87328,-90.8293,0.395867874,0.223823492,0.00510139,0.220124984,0.097053947,0,0.028567785,0.007397016,2003
6.976394755,44.13849,-91.69142,0.194094438,0.103729159,0.005091002,0.141020746,0.504772814,0,0.011963854,0.004072801,2003
3.871201011,43.78362,-90.67647,0.279205905,0.009417154,0.002290659,0.432298295,0.258080937,0,0.005217613,0.001654365,2003
7.809338382,44.40749,-91.56645,0.161089197,0.041226619,0.006489375,0.162361624,0.586461382,0,0.001017941,0.001272427,2003
4.262679877,43.80963,-90.4336,0.134512599,0.026978875,0.007381013,0.437006872,0.333036396,0,0.014762026,0.001781624,2003
4.204692619,43.93057,-90.39731,0.149821792,0.056644603,0.017566191,0.412805499,0.305244399,0.000127291,0.006746436,0.004837067,2003
5.020585625,44.39675,-91.42277,0.285768888,0.053892216,0.014396738,0.408587081,0.165116575,0.000127405,0.025480953,0.004968786,2003
4.094344562,43.18746,-90.07542,0.297441772,0.180094184,0.022782232,0.210512918,0.033982436,0,0.164566628,0.002418226,2003
6.042632834,44.72367,-87.37677,0.135565173,0.218431772,0.148421589,0.335157841,0.017057026,0.000254582,0.014256619,0.037169043,2003
5.214935758,43.30033,-90.07354,0.136213048,0.039373089,0.003185525,0.341615698,0.457441386,0,0.003058104,0.001783894,2003
6.523562306,44.57892,-87.62246,0.195264766,0.103996945,0.073319756,0.396130346,0.083757637,0.000127291,0.019348269,0.102214868,2003
6.852242569,43.40915,-90.14998,0.271106583,0.073857125,0.016299503,0.474723036,0.119699478,0,0.012479307,0.001273399,2003
6.543552069,44.51645,-87.82289,0.202470393,0.130650707,0.037819941,0.341143512,0.0785687,0,0.028014771,0.149624347,2003
4.442651256,43.54944,-90.16949,0.197862323,0.0710014,0.007889044,0.571319506,0.085761547,0.002926581,0.009161471,0.007761802,2003
6.265301213,44.95159,-87.32555,0.221543163,0.117519735,0.02228164,0.419404125,0.068627451,0.000381971,0.030048383,0.03692386,2003
5.135798437,43.4823,-90.00618,0.307535642,0.064154786,0.00509165,0.381491853,0.181008147,0.000127291,0.017820774,0.003691446,2003
5.566434284,44.73606,-87.32555,0.001219512,0,0,0.231707317,0.062195122,0.007317073,0.054878049,0.612195122,2003
5.043425117,43.359,-89.79102,0.473456397,0.120560153,0.016168046,0.269764481,0.09077021,0.001400382,0.008402292,0.001145767,2003
7.745002804,43.87573,-88.956,0.395825379,0.140384371,0.003181876,0.237367952,0.121038564,0.000127275,0.021636757,0.059564719,2003
6.025865974,45.39753,-91.39139,0.141437309,0.027777778,0.064220183,0.27420999,0.341233435,0.000764526,0.001529052,0.08422528,2003
5.393627546,45.42679,-91.0802,0.219266989,0.050394502,0.038177653,0.223975566,0.281496564,0.000763553,0.008144566,0.123059303,2003
5.129898715,44.37199,-87.98593,0.302902979,0.236822002,0.028775146,0.346065699,0.047873695,0,0.01986249,0.004838299,2003
6.054439346,45.41206,-91.8478,0.227654698,0.031194296,0.102622867,0.288770053,0.050802139,0.039852305,0.139419404,0.018716578,2003
5.838459045,44.29698,-88.11356,0.376512546,0.072092727,0.119602598,0.254362502,0.089542733,0.000764234,0.047382499,0.017704751,2003
7.422971251,45.57434,-91.82678,0.185614258,0.057670274,0.068746022,0.340292807,0.251050286,0.004837683,0.007638447,0.012858052,2003
5.304547916,44.19228,-88.20398,0.159938877,0.239653636,0.031452948,0.16630587,0.121864256,0.000764039,0.008659111,0.261683433,2003
4.624972813,45.78285,-91.87205,0.055498982,0.029913442,0.046334012,0.178971487,0.617362525,0.001909369,0.001145621,0.017693483,2003
7.588829878,45.81954,-92.11294,0.101107857,0.06838151,0.002674137,0.239653636,0.464790526,0.001018719,0.001782758,0.07844136,2003
7.711325141,44.03699,-87.97378,0.202291534,0.204710376,0.054487588,0.30273711,0.112030554,0,0.025588797,0.065181413,2003
6.739336627,45.54626,-92.48884,0.14897413,0.052376704,0,0.501083217,0.231935772,0.003823117,0.002803619,0.013635784,2003
7.616283562,45.25237,-92.37831,0.077109355,0.07290339,0.003186337,0.413713994,0.365281672,0.004843232,0.001274535,0.005353046,2003
7.184250006,43.74679,-88.0076,0.201172124,0.048413811,0.023187667,0.473053892,0.144731813,0.000382214,0.037202191,0.037584406,2003
6.95511585,43.8006,-88.11966,0.295767466,0.095741968,0.027919429,0.441738909,0.055201428,0,0.011218766,0.060938297,2003
7.065613364,45.10673,-92.41655,0.331339104,0.199592668,0.004709776,0.238925662,0.19360998,0,0.002673116,0.005218941,2003
5.747001594,44.3941,-90.97669,0.405446679,0.110715195,0.017688979,0.311402392,0.092898956,0.000127259,0.006744719,0.00445406,2003
7.139660336,45.19505,-92.6481,0.138945492,0.126974019,0.002674478,0.386016302,0.282985227,0.007259297,0.002547122,0.015664799,2003
5.003946306,44.19093,-90.90047,0.152240326,0.047861507,0.005600815,0.224032587,0.41802444,0.048370672,0.009419552,0.030295316,2003
7.396948603,44.97803,-92.56021,0.232904622,0.210620145,0.020629059,0.312110022,0.035018464,0.052464026,0.084044314,0.007767732,2003
6.924612396,44.93448,-92.39256,0.224856597,0.075717017,0.042957298,0.508476737,0.044231995,0.000254939,0.035691523,0.001402167,2003
6.459904454,44.80457,-92.41137,0.215831,0.114914737,0.02532451,0.364596589,0.207940952,0.000127259,0.016416391,0.001908883,2003
5.036952602,44.74533,-92.34646,0.158954748,0.049330784,0.017335883,0.403059273,0.337412365,0.001147228,0.004971319,0.008667941,2003
8.039479919,44.73188,-92.59619,0.219294896,0.158330151,0.009291078,0.382206949,0.154893725,0.000127275,0.031691485,0.000890925,2003
6.356107661,44.65565,-92.2423,0.381716323,0.209702063,0.002546473,0.279984721,0.053348612,0.000127324,0.023300229,0.000254647,2003
7.151485464,44.95182,-91.97786,0.27049389,0.19055499,0.005855397,0.36061609,0.113543788,0,0.00509165,0.011710794,2003
5.062595033,45.11548,-92.08375,0.15637336,0.100471158,0.002801477,0.258117917,0.429262702,0.000891379,0.001910098,0.011842608,2003
4.219507705,45.12617,-91.91657,0.038583981,0.10823889,0.008404431,0.218642557,0.445944225,0.002292118,0.010569209,0.096396282,2003
4.317488114,45.13486,-91.58295,0.223382578,0.138053999,0.018848701,0.179444727,0.385888945,0.000382068,0.004330107,0.027508915,2003
3.663561646,45.1207,-91.41963,0.5688272,0.0785687,0.005093595,0.162103655,0.115242582,0.00012734,0.014262065,0.022921177,2003
5.521460918,45.16292,-91.05705,0.096511332,0.067226891,0.014514897,0.059332824,0.545581869,0.000127324,0.002164502,0.165266106,2003
7.268223021,42.8094,-88.74327,0.425567168,0.292505735,0.001274535,0.171297476,0.013637522,0.000127453,0.035814428,0.01134336,2003
7.438971592,42.68935,-88.73775,0.419063375,0.296767625,0.002799695,0.190888267,0.052685162,0,0.021888521,0.00445406,2003
7.343426229,42.53062,-88.67798,0.501019888,0.169301377,0.040668027,0.252677206,0.012621112,0.000127486,0.009688934,0.00191229,2003
7.262628601,42.63515,-88.67157,0.185996181,0.081985996,0.012348822,0.308975175,0.140420115,0.001527689,0.167154679,0.047231063,2003
7.943072717,42.79056,-88.56269,0.283659964,0.018325274,0.00445406,0.188852125,0.19826928,0.176889794,0.031814711,0.038177653,2003
4.343805422,43.16787,-88.99109,0.159770847,0.123488224,0.013367282,0.402928071,0.111775939,0,0.051177594,0.107702101,2003
4.33073334,43.17085,-88.84293,0.493185581,0.235001911,0.004458031,0.180868679,0.03197045,0,0.006878105,0.042924468,2003
5.529429088,43.16075,-88.63259,0.271119593,0.178244275,0.006997455,0.449363868,0.038549618,0,0.022391858,0.017175573,2003
7.323830566,43.07824,-88.74719,0.123153337,0.119842078,0.007131941,0.489174733,0.055909322,0.005476312,0.077432501,0.085455935,2003
5.521460918,43.00732,-88.88095,0.397021385,0.1526222,0.004964358,0.343686354,0.012219959,0.00305499,0.025076375,0.035386965,2003
8.013343181,42.79924,-88.58728,0.412603437,0.225970719,0.013749204,0.230299173,0.073965627,0,0.012730745,0.006110757,2003
7.628517627,42.77183,-88.44458,0.215386575,0.117437269,0.017959496,0.443892498,0.141383263,0,0.024200739,0.018596357,2003
4.852030264,42.6586,-88.44627,0.422694855,0.207845135,0.027254203,0.262862965,0.060748854,0,0.009679063,0.00292919,2003
6.792344427,42.63366,-88.35442,0.153131365,0.08299389,0.014893075,0.289332994,0.380473523,0.003182281,0.025458248,0.022021385,2003
8.263848131,42.5615,-88.33494,0.216554011,0.152786634,0.033031501,0.303915317,0.168600944,0.040811121,0.029460528,0.02601709,2003
6.052089169,42.60098,-88.22376,0.334818587,0.150859325,0.016168046,0.261998727,0.144239338,0.024061108,0.019223425,0.019350732,2003
7.093404626,42.61277,-88.09097,0.366900064,0.235773393,0.00547422,0.294589433,0.069000637,0.001527689,0.008529599,0.001782304,2003
6.349138991,42.60425,-87.92208,0.161955691,0.233129615,0.031703591,0.221415839,0.039088363,0,0.163865546,0.00280112,2003
6.56667243,42.53384,-88.0501,0.419010052,0.119735335,0.026084744,0.177630742,0.119226365,0.035627942,0.045807355,0.009670442,2003
5.361292166,44.02566,-89.91766,0.325688073,0.066768603,0.013761468,0.089831804,0.412079511,0,0.003312946,0.054408767,2003
6.234410726,43.82574,-90.07296,0.299592564,0.073720397,0.006493506,0.194677871,0.184619302,0.000127324,0.055513114,0.064553094,2003
5.198497031,43.73817,-90.05934,0.489061308,0.178962096,0.011829051,0.145382854,0.128593233,0,0.015772068,0.002543882,2003
5.480638923,43.70272,-89.80897,0.045471914,0.139600051,0.003821169,0.141638008,0.307986244,0.195898612,0.028404025,0.063813527,2003
7.003065459,43.21127,-89.76941,0.543810494,0.216377993,0.004075395,0.111054508,0.097682119,0,0.002419766,0.00942435,2003
4.700480366,43.19242,-88.00796,0.111677066,0.090920667,0.030688909,0.223736152,0.141729275,0.01005985,0.272762002,0.018846301,2003
7.273092596,43.23709,-88.03337,0.159027247,0.133944487,0.009803922,0.419276802,0.131143366,0.016679399,0.021645022,0.079831933,2003
7.193685818,43.34427,-88.01783,0.094983448,0.068627451,0.008785332,0.423987777,0.203972498,0.004583652,0.034377387,0.106442577,2003
7.13169851,43.44122,-87.92354,0.313001401,0.066216732,0.038074621,0.479052591,0.036291863,0.000636699,0.017700242,0.032853686,2003
5.840641657,43.46557,-88.00128,0.231347084,0.063407181,0.007639419,0.397377133,0.140183346,0.020753756,0.031958238,0.073593074,2003
7.820439515,42.65643,-88.28536,0.107929235,0.03080056,0.009418353,0.188494336,0.404989182,0.009672903,0.198039964,0.018582156,2003
7.659642955,42.68292,-88.18839,0.339442535,0.341733486,0.005854652,0.191294387,0.082728777,0.00076365,0.018836706,0.003436426,2003
8.039479919,42.72741,-88.11257,0.436712886,0.267904847,0.053046686,0.1782216,0.046558962,0.00012721,0.009667981,0.002289785,2003
7.53369371,42.76717,-88.01791,0.258848994,0.167685256,0.01044054,0.380315763,0.134708429,0.001909855,0.028775146,0.003692386,2003
7.897668151,42.84337,-88.04406,0.297988798,0.171461303,0.04098778,0.282204684,0.132510183,0.006873727,0.030549898,0.013747454,2003
5.683579767,42.85819,-88.03034,0.326067559,0.170172084,0.017080943,0.213384321,0.244614404,0.000509879,0.006246017,0.011982154,2003
7.280008253,42.92388,-88.11149,0.110007639,0.041252865,0.014642221,0.309141839,0.236949325,0.005092946,0.182327476,0.012095747,2003
7.656810091,42.95172,-88.1982,0.03874092,0.031604435,0.014910157,0.41697464,0.343315917,0.003823117,0.064483242,0.034408054,2003
5.241747015,42.92272,-88.33615,0.112313765,0.130523367,0.006621673,0.479816631,0.179676557,0,0.022793837,0.042276837,2003
4.543294782,42.99736,-88.38183,0.005344871,0.005344871,0.002036142,0.439552049,0.316365487,0.006362942,0.12662255,0.019979639,2003
6.269096284,43.04118,-88.46292,0.148586707,0.216322893,0.00280112,0.216450216,0.159281895,0.076012223,0.032594856,0.120575503,2003
4.49980967,43.17939,-88.52435,0.296692112,0.156615776,0.005852417,0.344402036,0.096819338,0.004707379,0.013358779,0.065903308,2003
6.663132696,43.17799,-88.41013,0.282780612,0.231887755,0.014158163,0.358163265,0.060331633,0.000637755,0.008163265,0.023979592,2003
6.086774727,43.2505,-88.36751,0.174599135,0.106006617,0.004326801,0.387884958,0.170908628,0,0.018834309,0.100152711,2003
6.634633358,43.25003,-88.22153,0.100305499,0.052698574,0.002800407,0.39549389,0.146130346,0.000891039,0.10043279,0.025076375,2003
7.438971592,43.19326,-88.08294,0.01642057,0.017311609,0.009292261,0.333375764,0.143075356,0.004837067,0.390529532,0.012474542,2003
6.293419279,43.26847,-88.10876,0.23236832,0.135952047,0.053437062,0.315903584,0.116949369,0.040938656,0.013008545,0.067720954,2003
7.100851909,43.35246,-88.14289,0.112044818,0.108861727,0.010567864,0.340081487,0.187038452,0.005729565,0.009294627,0.202699262,2003
6.850126166,43.37636,-88.25536,0.035905271,0.031703591,0.007384772,0.175324675,0.300356506,0.285204991,0.02088108,0.090399796,2003
6.326149473,43.42795,-88.35518,0.180140038,0.032208784,0.056269892,0.300063654,0.085423297,0.000891152,0.098026735,0.208020369,2003
6.173786104,43.36469,-88.35518,0.282403871,0.100585689,0.022536287,0.399414311,0.096129361,0,0.023809524,0.052457347,2003
3.912023005,44.93618,-89.73283,0.087437953,0.059691994,0.022145857,0.12396589,0.513172967,0.019854906,0.008654703,0.118874889,2003
3.610917913,45.0879,-89.84438,0.211102623,0.133944487,0.009803922,0.130888719,0.417239623,0,0.006366183,0.045709193,2003
3.465735903,45.16359,-89.8323,0.12772189,0.045969693,0.005220935,0.093212785,0.586527442,0.001910098,0.00993251,0.08799185,2003
3.891820298,45.18537,-89.92003,0.124124761,0.055124125,0.062126034,0.166008912,0.479949077,0.000763845,0.002673456,0.078039465,2003
