log_count,Latitude,Longitude,Corn,sorghum,soybeans,sunflower,sweet_corn,Barley,spring_wheat,winter_wheat,dbl_winwht_soybeans,rye,oats,millet,canola,alfalfa,sugarbeets,dry_beans,potatoes,other_crops,misc_vegs_fruits,peas,herbs,clover_wildflowers,sod_grass_seed,fallow_idle_cropland,apples,christmas_trees,open_water,dev_openspace,dev_lowintensity,dev_medintensity,dev_highintensity,barren,deciduous_forest,evergreen_forest,Mixed_forest,shrubland,grassland_herbaceous,pasture,woody_wetlands,herbaceous_wetlands,triticale,carrots,greens,strawberries,squash,dbl_winwht_corn,pumpkins,cabbage,cranberries,year
6.679599186,44.32359,-89.04697,0.250988394,0,0.141818646,0,0.000127535,0,0,0.015176636,0,0,0.003826043,0,0,0.033669175,0,0.000127535,0.000382604,0,0,0.000765209,0,0,0,0.002168091,0,0.000127535,0.000637674,0.037877822,0.021935978,0.010075246,0.003698508,0.000892743,0.164264762,0.006631807,0.000510139,0.002805765,0.012243336,0.076520852,0.032521362,0.10062492,0,0,0,0,0,0,0,0,0,2003
4.702750514,44.39455,-89.44657,0.355759429,0,0.043577982,0,0.162079511,0.001146789,0,0.000509684,0,0.000764526,0.000127421,0.000127421,0,0.045744139,0,0.143348624,0.055555556,0,0.000127421,0.005224261,0.001019368,0,0,0.000127421,0,0,0,0.045744139,0.02803262,0.000637105,0,0,0.057594292,0.001783894,0.002166157,0.00127421,0.004332314,0.018730887,0.002293578,0.000764526,0,0.000764526,0,0,0,0.000254842,0,0,0.000127421,2003
3.938664936,44.37663,-89.60704,0.136907794,0,0.065461029,0,0.073739175,0.000127356,0,0.001400917,0,0.001146205,0.001018849,0.000509424,0,0.047376465,0,0.049286806,0.147478349,0,0,0.000382068,0.000254712,0,0,0.000509424,0,0,0,0.026872134,0.00229241,0,0,0,0.123408049,0.020122262,0.011462048,0.001273561,0.151426388,0.046102904,0.009042282,0.010443199,0,0,0,0,0,0,0,0,0.000127356,2003
6.212606096,44.35414,-88.31206,0.346697213,0,0.249459081,0,0.000127275,0,0,0.01616393,0,0,0.008272878,0,0,0.174366807,0,0.00025455,0,0.000636375,0,0.0005091,0,0,0.00025455,0.0005091,0,0.0005091,0.002290951,0.002800051,0.024945908,0.004581901,0.000127275,0.002163676,0.022145857,0,0.000127275,0.000636375,0.0010182,0.106656485,0.006236477,0.007381952,0,0,0,0,0,0,0,0.003818251,0,2003
6.837601019,44.44665,-88.1503,0.174987264,0,0.214595008,0,0,0,0,0.066225166,0.000127356,0,0.005731024,0,0,0.259551707,0.000127356,0.000127356,0,0,0.000509424,0.000382068,0,0,0.000254712,0.000254712,0,0.000254712,0,0.006749873,0.029164544,0.001910341,0.000127356,0.002674478,0.044319918,0.000127356,0,0.001655629,0.001400917,0.143912379,0.004330107,0.00942435,0,0,0,0,0,0,0,0,0,2003
6.963189986,44.22214,-87.92389,0.262025961,0,0.193560702,0,0,0,0,0.034868923,0,0.000127259,0.000890812,0,0,0.190888267,0,0.000127259,0,0,0,0,0,0,0,0.000127259,0,0.005344871,0.000381777,0.026342581,0.022652074,0.000254518,0,0.000890812,0.054848562,0,0.000127259,0.001018071,0.000254518,0.09697124,0.06502927,0.022652074,0,0,0,0,0,0,0,0.000127259,0,2003
5.036952602,43.94896,-87.78197,0.359770847,0,0.018841502,0,0.000127307,0.000127307,0,0.006238065,0,0,0.008529599,0,0,0.374920433,0,0.000891152,0,0,0,0,0,0,0,0.000127307,0,0,0.000254615,0.009548059,0.004328453,0.000254615,0,0.001400382,0.057924889,0.000254615,0,0,0.000381922,0.098281349,0.032208784,0.001400382,0,0,0,0,0,0,0,0,0,2003
6.862234764,43.86174,-87.78127,0.32046873,0,0.108393835,0,0.000636862,0,0,0.032734683,0,0.000127372,0.001018978,0,0,0.345433703,0,0.000891606,0,0,0,0.000509489,0,0,0,0,0,0,0.000127372,0.016431028,0.027130302,0.001146351,0,0.000891606,0.057190167,0,0,0,0.000509489,0.053114253,0.020379569,0.000254745,0.000127372,0,0,0,0,0,0,0,0,2003
7.600152178,43.62328,-87.85468,0.46360397,0,0.084627132,0,0.006235683,0,0,0.057139221,0,0,0,0,0,0.198523797,0.003945024,0.014762026,0,0,0,0.008017307,0,0,0,0.000509035,0,0,0.000509035,0.004708577,0.011835073,0.000381777,0,0.000381777,0.026724357,0,0,0.000381777,0.00114533,0.065665564,0.033596335,0.002672436,0,0,0,0,0,0,0,0.000127259,0,2003
4.751432693,43.58379,-88.05754,0.224796334,0,0.065936864,0,0.001909369,0.000127291,0,0.031440937,0,0,0.000891039,0,0,0.265147658,0,0.003564155,0,0,0,0,0.000636456,0,0.000127291,0.000381874,0,0,0,0.017693483,0.019093686,0.003182281,0,0.001272912,0.097759674,0.000254582,0.000254582,0.00203666,0.001527495,0.160768839,0.023930754,0.029276986,0,0,0,0,0,0,0.000127291,0,0,2003
6.602927048,44.66056,-91.16944,0.466072565,0.000127307,0.121833227,0.000127307,0,0.000636537,0,0.000127307,0,0.000381922,0.002928071,0,0,0.092934437,0,0,0,0,0,0,0.003564609,0.000891152,0,0,0,0.000127307,0.000254615,0.029153405,0.002036919,0,0,0.000254615,0.099936346,0.003819223,0.000254615,0.002418842,0.002673456,0.058052196,0.001400382,0.001909612,0,0,0,0,0,0,0,0,0,2003
6.623068716,44.77841,-91.393,0.326120163,0,0.144730143,0,0.000127291,0.001272912,0.000127291,0.000891039,0,0.002163951,0.008019348,0,0,0.065173116,0,0.000127291,0,0,0,0,0.000381874,0,0,0,0,0,0.000636456,0.041878819,0.011074338,0,0,0.001145621,0.170570265,0.007637475,0.000381874,0.005600815,0.017184318,0.05639002,0.004455193,0.007892057,0,0,0,0,0,0,0,0,0,2003
5.399293284,44.88722,-91.28209,0.22513689,0,0.062396536,0,0,0.000764039,0,0.00038202,0,0.00025468,0.011078569,0,0,0.085699733,0,0,0,0,0,0,0.001528078,0.00038202,0,0.00012734,0,0,0,0.034254425,0.002928817,0.00012734,0,0,0.262574812,0.002164778,0,0.006112314,0.004074876,0.072838406,0.000891379,0.004838915,0,0,0,0,0,0,0,0,0,2003
5.884714177,44.9153,-91.50353,0.472632383,0,0.229378819,0,0,0.004327902,0,0,0,0,0.022275967,0,0,0.108324847,0,0,0,0,0,0,0.002927699,0.001272912,0,0,0,0,0.000127291,0.020748473,0.003309572,0,0,0,0.046461303,0,0,0.00305499,0.001909369,0.031059063,0.001909369,0.004327902,0,0,0,0,0,0,0,0,0,2003
5.202632116,44.79981,-91.91406,0.275044609,0,0.197935254,0.000127453,0,0.00038236,0.000127453,0,0,0,0.007519755,0,0,0.126433852,0,0.004078511,0.009431557,0,0,0,0,0.000127453,0,0,0,0,0,0.03517716,0.007137395,0,0,0,0.179454499,0.003823604,0.000892174,0.003568697,0.013764976,0.08424675,0.019372929,0.006627581,0,0,0,0,0,0,0,0,0,2003
5.862209711,44.77432,-91.91406,0.299974535,0,0.055895085,0,0,0.000509295,0,0.000254647,0,0,0.018971225,0,0,0.181945505,0,0.000381971,0,0,0,0,0.000254647,0.000127324,0,0,0,0,0.019098549,0.043035396,0.022154316,0.00140056,0.000127324,0,0.138146168,0.00280112,0.000509295,0.002673797,0.010058569,0.110516934,0.013878279,0.01044054,0,0,0,0,0,0,0,0,0,2003
0.955511445,44.65433,-91.88883,0.355187778,0,0.154169319,0,0,0.000636537,0.000127307,0.000254615,0,0.006874602,0.008147677,0,0.000127307,0.163971992,0,0.072056015,0.000636537,0,0,0,0,0.000127307,0,0.00050923,0,0,0.002036919,0.035518778,0.010821133,0.000636537,0,0.000891152,0.063271801,0.000381922,0,0.001273074,0.009166136,0.081222151,0.004455761,0.004455761,0,0,0,0,0,0,0,0,0,2003
6.50697916,42.7855,-89.51205,0.398599618,0,0.317122852,0,0,0,0,0.001145767,0,0,0.003946531,0,0,0.1162317,0,0.000127307,0,0,0,0,0,0,0,0,0,0,0,0.017695735,0.006110757,0.000127307,0,0.001909612,0.020241884,0,0,0.000636537,0,0.096626353,0.00050923,0.001527689,0,0,0,0,0,0,0,0,0,2003
8.101223099,42.7273,-89.02071,0.309954175,0,0.083121181,0,0.004455193,0.000127291,0,0.023039715,0,0.000127291,0.000254582,0,0,0.070264766,0,0.003436864,0,0,0,0.001145621,0.000381874,0.000254582,0,0.004709776,0,0,0.001527495,0.058172098,0.088721996,0.053207739,0.027240326,0.017820774,0.052571283,0.000254582,0,0.003946029,0.011328921,0.167642566,0.000636456,0.004200611,0,0,0,0,0,0,0,0.000763747,0,2003
6.460686621,42.76897,-88.92822,0.423096511,0,0.116883117,0,0.000381971,0,0,0.00280112,0,0,0.000381971,0,0,0.061242679,0,0.000509295,0,0.000127324,0,0.000254647,0.000127324,0,0,0.000254647,0,0,0.045199898,0.04596384,0.107970461,0.0473644,0.008403361,0.004838299,0.03272218,0.000636618,0,0.00140056,0.003692386,0.080723198,0.005729565,0.007512096,0,0,0,0,0,0,0,0.000127324,0,2003
6.49941103,42.74032,-88.85399,0.431080565,0,0.22973145,0,0,0,0,0.006491027,0,0,0.000127275,0,0,0.148784523,0,0,0,0,0,0,0,0,0,0.00025455,0,0,0,0.006109202,0.003054601,0.000127275,0,0,0.103729159,0,0,0.001145475,0.00076365,0.048873616,0.002800051,0.006618302,0,0,0,0,0,0,0,0,0,2003
7.076864942,42.75926,-89.17859,0.290297937,0,0.194423224,0,0.000127324,0,0,0.001018589,0,0,0.000254647,0,0,0.101986249,0,0.000381971,0,0,0,0.000254647,0,0,0,0.000127324,0,0,0,0.028520499,0.0236822,0.000509295,0,0,0.181308887,0.000763942,0,0.001909855,0.001018589,0.158390629,0.00140056,0.005347594,0,0,0,0,0,0,0,0.000127324,0,2003
6.426488457,42.81708,-89.30002,0.405450146,0,0.307143767,0,0,0,0,0.007385712,0,0,0.000636699,0,0,0.064306634,0,0.00025468,0,0,0,0,0,0,0,0.00025468,0,0,0.008659111,0.019483,0.022157137,0.001782758,0,0.00025468,0.072838406,0.00025468,0.00012734,0,0.00012734,0.064943334,0.001782758,0.010823889,0,0,0,0,0,0,0,0,0,2003
6.34738921,42.6867,-89.28908,0.381637591,0,0.404813447,0,0,0,0,0.005220935,0,0,0.001018719,0,0,0.073347765,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023557876,0.005857634,0.00025468,0,0.000509359,0.01986502,0,0,0.00025468,0.00012734,0.063033236,0.000636699,0.003438176,0,0,0,0,0,0,0,0,0,2003
4.158883083,42.9885,-90.68293,0.2315133,0,0.188494336,0.000127275,0,0,0,0.0015273,0,0.000127275,0.003436426,0,0,0.080819651,0,0.0010182,0.00025455,0,0,0.000127275,0,0.000127275,0,0,0,0,0,0.032964236,0.026218659,0.000381825,0,0.000381825,0.119638539,0,0,0,0.002290951,0.284205167,0.001400025,0.00025455,0,0,0,0,0,0,0,0,0,2003
5.955189491,42.58542,-89.25648,0.309620769,0,0.213540341,0,0.000127259,0,0,0.000636294,0,0,0,0,0,0.076482566,0,0,0,0.000254518,0,0,0,0,0,0,0,0,0,0.015016544,0.004708577,0,0,0,0.124713668,0,0,0.001272588,0.004835836,0.159837109,0.000890812,0.027106134,0,0,0,0,0,0,0,0,0,2003
5.726847748,43.04111,-90.79243,0.043649784,0,0.024306439,0,0,0,0,0,0,0,0.001018071,0,0,0.057139221,0,0,0,0,0,0,0,0,0,0,0,0,0.000381777,0.041486383,0.007381013,0,0,0,0.529142275,0.003690506,0.000509035,0.001272588,0.002545177,0.200178162,0.008017307,0.004072283,0,0,0,0,0,0,0,0,0,2003
0,42.56228,-89.11095,0.392743475,0,0.302100573,0,0.00050923,0,0,0.005219605,0,0,0.000254615,0,0,0.02991725,0,0.000381922,0,0,0,0.003564609,0,0,0,0.000254615,0,0,0,0.030299173,0.01795035,0,0,0.000254615,0.018586887,0,0,0.001400382,0.007893062,0.141693189,0.000381922,0.005092298,0,0,0,0,0,0,0,0.000127307,0,2003
3.761200116,42.88274,-90.98148,0.600050916,0,0.185590631,0,0,0,0,0,0,0.001272912,0.000636456,0,0,0.072937882,0,0,0,0,0,0,0,0,0,0,0,0,0.000127291,0.011838086,0.019857434,0.001527495,0.000381874,0,0.001909369,0,0.000127291,0,0.006746436,0.094704684,0,0.000381874,0,0,0,0,0,0,0,0,0,2003
6.933666661,42.63447,-88.96805,0.486950987,0,0.348440484,0,0,0,0,0.000127307,0,0,0.000127307,0,0,0.09178867,0,0,0,0,0,0,0,0,0,0.000127307,0,0,0,0.020241884,0.025588797,0.004710376,0.000127307,0.000381922,0.001782304,0,0,0,0.000381922,0.012094208,0,0.000127307,0,0,0,0,0,0,0,0,0,2003
3.33220451,42.81442,-90.99867,0.520615933,0,0.303512344,0,0,0,0,0,0,0,0.002036142,0,0,0.062484093,0,0,0,0,0,0,0,0,0,0.001654365,0,0,0,0.005599389,0.011835073,0.000127259,0,0,0.002545177,0,0,0.000127259,0.002799695,0.085136167,0,0,0,0,0,0,0,0,0,0,0,2003
4.678885224,42.63305,-88.88709,0.47880331,0,0.331253978,0,0,0,0,0.003564609,0,0,0,0,0,0.089879058,0,0.000254615,0,0,0,0,0,0,0,0,0,0,0,0.004201146,0.002164227,0,0,0.000127307,0.043793762,0,0,0.000254615,0.000891152,0.037173775,0.000127307,0.003055379,0,0,0,0,0,0,0,0,0,2003
3.36729583,42.73921,-90.92987,0.525678603,0,0.226328533,0,0,0,0,0,0,0,0.006116987,0,0,0.048935899,0,0,0,0,0,0,0,0,0,0.000127437,0,0,0.000127437,0.013763222,0.013508347,0.000892061,0,0,0.021282019,0.000127437,0,0.000254874,0.003950554,0.131515229,0.001146935,0.001274372,0.000127437,0,0,0,0,0,0,0,0,2003
6.406879986,42.53602,-88.86771,0.37302799,0,0.491475827,0,0,0,0,0.003816794,0,0,0.000254453,0,0,0.083715013,0,0,0,0,0,0,0,0,0,0.000127226,0,0,0,0.00648855,0.010050891,0.000254453,0,0.000381679,0.002417303,0,0,0.000127226,0.001399491,0.023664122,0,0.000254453,0,0,0,0,0,0,0,0,0,2003
4.65396035,42.75739,-90.78616,0.468228702,0,0.165796511,0,0,0,0,0.00025468,0,0.00025468,0.004966255,0,0,0.054374125,0,0.00025468,0.001146059,0,0,0,0,0,0,0.00012734,0,0,0.00012734,0.032726347,0.015790144,0.00012734,0,0,0.051827327,0,0,0.00012734,0.002164778,0.172800204,0.000764039,0.000636699,0,0,0,0,0,0,0,0,0,2003
7.338075588,42.68218,-88.8065,0.485932527,0,0.480712922,0,0,0,0,0,0,0,0,0,0,0.018586887,0,0.000127307,0,0,0,0,0,0,0,0,0,0,0,0.002291534,0.003309994,0.001400382,0.000891152,0.000763845,0.000127307,0,0,0,0,0.005728835,0,0,0,0,0,0,0,0,0,0,0,2003
4.762173935,42.87132,-90.50381,0.243026366,0,0.165201885,0,0.000127372,0,0,0.001528468,0,0.000382117,0.001146351,0,0,0.038211693,0,0.000509489,0.000382117,0,0,0,0,0,0,0.000127372,0,0,0.002929563,0.020379569,0.009298179,0.000127372,0,0,0.05680805,0,0,0.000127372,0.000382117,0.178321233,0.000636862,0.000764234,0,0,0,0,0,0,0,0,0,2003
1.458615023,42.70178,-89.15059,0.46115576,0,0.230514096,0,0.00752647,0,0,0.000637836,0,0,0.004464855,0,0,0.160862355,0,0.012374027,0,0,0,0,0,0,0,0.000765404,0,0,0,0.007781605,0.00140324,0.000127567,0,0.000637836,0.017986988,0,0,0.000510269,0.000637836,0.057405281,0.000382702,0.003444317,0,0,0,0,0,0,0,0,0,2003
4.955827058,42.68125,-90.48141,0.258109655,0,0.198702455,0,0,0,0,0.00012721,0,0,0.001399313,0,0,0.075308485,0,0.001653734,0.00012721,0,0,0,0,0,0,0,0,0,0,0.01386592,0.011194505,0,0,0.000890472,0.131535428,0,0,0.00012721,0.000254421,0.224653352,0.000763262,0.000381631,0,0,0,0,0,0,0,0,0,2003
5.774551546,42.83279,-89.73377,0.180081508,0,0.13346918,0,0,0,0,0.001910341,0,0.000127356,0.009551707,0,0,0.154482934,0,0.000127356,0,0,0,0.000127356,0,0,0,0.000254712,0,0,0,0.038716251,0.00942435,0.000509424,0,0,0.043683138,0,0,0.000764137,0.002547122,0.277126847,0.000509424,0.001400917,0,0,0,0,0,0,0,0,0,2003
3.295836866,42.55512,-90.44955,0.328793279,0,0.322810591,0,0.000127291,0,0,0,0,0,0.021003055,0,0,0.141165988,0,0.00203666,0.000381874,0,0.000127291,0,0,0,0,0,0,0,0,0.030931772,0.012474542,0.00101833,0.000127291,0.000891039,0.002163951,0,0,0,0.000636456,0.098014257,0,0,0,0,0,0,0,0,0,0,0,2003
3.843744165,42.82583,-89.16691,0.250127291,0,0.224287169,0,0.000381874,0,0,0.000763747,0,0,0.000891039,0,0,0.132255601,0,0.000381874,0,0.000254582,0,0,0,0,0,0.000127291,0,0,0.011456212,0.015274949,0.007892057,0.000127291,0,0.000127291,0.136456212,0.000891039,0,0.00203666,0.00101833,0.086176171,0.021384929,0.052825866,0,0,0,0,0,0,0,0.000127291,0,2003
5.870708346,42.73421,-89.72483,0.202571938,0,0.136108989,0,0,0,0,0.007257448,0,0,0.002546473,0,0,0.144130379,0,0.000127324,0,0,0,0.000127324,0,0,0,0,0,0,0.000127324,0.041380188,0.014005602,0.000381971,0.000127324,0.000127324,0.148841355,0,0,0.000891266,0.000636618,0.252864782,0.002546473,0.002164502,0,0,0,0,0,0,0,0,0,2003
2.224623552,42.53711,-90.27031,0.460841837,0,0.362117347,0,0,0.000127551,0,0,0,0,0.004719388,0,0,0.018112245,0,0.000510204,0,0,0,0,0,0,0,0,0,0,0,0.034693878,0.005357143,0.000255102,0,0,0.041071429,0.000255102,0,0.000127551,0.000127551,0.056887755,0,0,0,0,0,0,0,0,0,0,0,2003
5.308267697,42.55691,-90.05583,0.206720978,0,0.081720978,0,0,0.000127291,0,0.000636456,0,0,0.009546843,0,0,0.135692464,0,0.001400204,0.000127291,0,0,0,0,0,0,0,0,0,0,0.017693483,0.002545825,0.000127291,0,0.000254582,0.153767821,0,0,0.000127291,0.000509165,0.226323829,0.000127291,0,0,0,0,0,0,0,0,0,0,2003
3.713572067,42.78561,-89.65225,0.061505157,0,0.041003438,0,0,0,0,0.001146059,0,0,0.003183497,0,0,0.124665733,0,0,0,0,0.00012734,0,0.00025468,0,0,0,0,0,0,0.026996052,0.012479307,0.00012734,0,0.000509359,0.237870877,0.000636699,0,0.001018719,0.000636699,0.267413727,0.002801477,0.007003693,0,0,0,0,0,0,0,0,0,2003
6.054439346,42.70033,-89.44394,0.241612451,0,0.163541268,0,0.000382702,0,0,0.011481056,0,0,0.002423779,0,0,0.14415104,0,0,0,0,0,0.000255135,0,0,0,0,0,0.000127567,0.020410767,0.038015053,0.086873326,0.012374027,0.00331675,0,0.069651741,0.002423779,0,0.000382702,0.001148106,0.154994259,0.012374027,0.011098354,0,0,0,0,0,0,0,0,0,2003
3.737669618,42.71617,-89.89178,0.262414057,0,0.163610899,0,0,0,0,0.003565062,0,0.000127324,0.00280112,0,0,0.059332824,0,0.000891266,0.000127324,0,0.000127324,0,0.000127324,0,0,0,0,0,0.004329004,0.016806723,0.007130125,0.000127324,0,0,0.094728801,0.000381971,0,0.001909855,0.002928444,0.150878533,0.007512096,0.026483321,0,0,0,0,0,0,0,0,0,2003
6.261491684,42.60194,-89.46265,0.447994908,0,0.184977721,0,0.000254615,0,0,0.00700191,0,0,0.001527689,0,0,0.132017823,0,0.000636537,0.000127307,0,0,0,0,0,0,0.00050923,0,0,0,0.010821133,0.004328453,0.000381922,0,0.001527689,0.083513686,0,0,0.000127307,0.000763845,0.108847868,0,0.000381922,0,0,0,0,0,0,0,0,0,2003
5.497168225,42.69011,-90.0295,0.184666327,0,0.080871116,0,0,0,0,0.002037697,0,0,0.003948039,0,0,0.070173204,0,0,0.000127356,0,0,0,0,0,0,0,0,0.000127356,0.000254712,0.039735099,0.008023434,0.000509424,0,0.000127356,0.175496689,0,0,0.00063678,0.00063678,0.174095772,0,0,0,0,0,0,0,0,0,0,0,2003
5.734958092,42.54816,-89.57439,0.248822706,0,0.274404989,0,0,0,0,0.002036401,0,0.000127275,0.019854906,0,0,0.158330151,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025327733,0.011327479,0,0,0,0.03080056,0,0,0.000127275,0,0.139238895,0,0.0015273,0,0,0,0,0,0,0,0,0,2003
3.433987204,42.64824,-90.32798,0.331889413,0,0.151229456,0,0.000127405,0.004968786,0,0,0.000127405,0,0.015543381,0,0,0.126512932,0,0.00025481,0.000127405,0,0,0.000127405,0,0,0,0,0,0,0,0.023824691,0.007644286,0.000637024,0,0,0.009300548,0,0,0,0.00025481,0.177474838,0,0,0,0,0,0,0,0,0,0,0,2003
5.232444622,42.54627,-89.69051,0.426805963,0,0.190215314,0,0,0,0,0,0,0,0.001656262,0,0,0.183462862,0,0,0,0,0,0,0,0.00025481,0,0,0,0,0,0.013759715,0.007516881,0,0,0,0.040514715,0,0,0.000127405,0.000382214,0.107274812,0,0.000891833,0,0,0,0,0,0,0,0,0,2003
4.290459441,42.76898,-90.19199,0.305870368,0,0.055520183,0,0,0,0,0,0,0,0.00038202,0,0,0.060231759,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014771425,0.004584235,0,0,0,0.113205145,0.00025468,0.00038202,0.001910098,0.000764039,0.099452439,0.004838915,0.002546797,0,0,0,0,0,0,0,0,0,2003
6.120297419,42.68104,-89.64134,0.165499682,0,0.094334819,0,0,0.000127307,0,0.001527689,0,0,0.009293444,0,0,0.112921706,0,0,0,0,0,0,0,0,0,0,0,0.000254615,0,0.021387651,0.003819223,0,0,0,0.004583068,0,0,0.000127307,0.000636537,0.155824316,0,0.001654997,0,0,0,0,0,0,0,0,0,2003
3.912023005,42.8421,-90.35369,0.2583397,0,0.105551311,0,0,0,0,0,0,0,0.000636618,0,0,0.053730583,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03412274,0.004838299,0,0,0,0.219251337,0.000254647,0,0.000891266,0.000636618,0.153934301,0.003310415,0.001909855,0,0,0,0,0,0.000127324,0,0,0,2003
6.865369562,43.31271,-89.30547,0.615218221,0,0.154472579,0,0.003562794,0,0,0.039063494,0,0.000254485,0.009797684,0,0,0.079399415,0,0.001654154,0,0,0,0.007761802,0,0,0,0.000127243,0,0,0,0.012215295,0.00381728,0.000254485,0,0,0.002544853,0.000254485,0,0.000127243,0.000127243,0.05420537,0,0.000381728,0,0,0,0,0,0,0,0,0,2003
6.054439346,42.8756,-90.10141,0.151963284,0,0.145206527,0,0.000892402,0,0,0.000254972,0,0,0.004334523,0,0,0.139979602,0,0.00063743,0,0,0,0,0,0,0,0,0,0,0,0.032381438,0.007394187,0.000382458,0.000254972,0.003059663,0.024477307,0,0,0.000127486,0.000382458,0.317567568,0.000254972,0.000509944,0.000127486,0,0,0,0,0,0,0,0,2003
